Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
2665,Maruti Alto K10 VXI,Kochi,2018,46805,First,24.07,998.0,67.1,5.0,4.09,0,0,1,0,1
2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,First,17.5,1197.0,85.8,5.0,,0,0,1,0,1
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,17.57,1193.0,88.7,5.0,6.83,0,0,1,0,1
2668,Maruti Swift 1.3 VXi,Kolkata,2014,32986,First,16.1,1497.0,88.8,5.0,,0,0,1,0,1
2669,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,First,10.91,3198.0,197.2,7.0,,1,0,0,1,0
2670,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,First,15.8,2148.0,88.8,5.0,,1,0,0,0,1
2671,Hyundai i10 Sportz AT,Ahmedabad,2012,37229,First,16.95,1197.0,78.9,5.0,,0,0,1,1,0
2672,Honda City 1.5 S MT,Delhi,2009,73200,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
2673,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,First,19.3,1968.0,88.8,5.0,,1,0,0,1,0
2674,Tata Indica V2 eLS,Chennai,2017,129000,First,25.0,1396.0,88.8,5.0,,1,0,0,0,1
2675,Maruti Wagon R VXi BSII,Pune,2012,82000,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,First,19.67,1582.0,126.2,5.0,,1,0,0,0,1
2677,Maruti A-Star Lxi,Hyderabad,2009,61964,First,19.0,998.0,66.1,5.0,,0,0,1,0,1
2678,Maruti Wagon R LXI,Kochi,2011,15466,First,22.5,998.0,67.04,5.0,5.04,0,0,1,0,1
2679,Honda Mobilio E i VTEC,Kolkata,2014,23000,First,17.3,1497.0,117.3,7.0,,0,0,1,0,1
2680,Hyundai i10 Magna,Coimbatore,2012,43766,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,First,0.0,3597.0,262.6,5.0,,0,0,1,1,0
2682,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,First,22.54,1396.0,88.73,5.0,,1,0,0,0,1
2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,First,23.1,998.0,67.04,5.0,,0,0,1,0,1
2684,Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,First,13.4,1798.0,157.8,5.0,,0,0,1,0,1
2685,Ford Figo Diesel LXI,Chennai,2010,39000,First,20.0,1399.0,88.8,5.0,,1,0,0,0,1
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,First,27.3,1498.0,98.6,5.0,,1,0,0,0,1
2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,First,15.0,2143.0,88.8,5.0,,1,0,0,1,0
2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,First,17.9,2143.0,88.8,5.0,,1,0,0,1,0
2689,Volvo S60 D3,Chennai,2012,20000,First,18.5,1985.0,88.8,5.0,,1,0,0,1,0
2690,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,First,11.8,2967.0,246.7,5.0,,1,0,0,1,0
2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,First,22.32,1582.0,126.32,5.0,,1,0,0,1,0
2692,BMW 3 Series 320d,Kolkata,2011,70000,First,22.69,1995.0,88.8,5.0,43.81,1,0,0,1,0
2693,Hyundai Verna 1.6 SX,Delhi,2014,62000,First,22.32,1582.0,126.32,5.0,,1,0,0,0,1
2694,Maruti Wagon R VXI,Kochi,2014,41994,First,22.5,998.0,67.04,5.0,5.12,0,0,1,0,1
2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,Second,20.0,1399.0,88.8,5.0,,1,0,0,0,1
2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,First,18.15,1198.0,88.8,6.0,,0,0,1,0,1
2697,Tata Indigo LS,Pune,2006,160000,First,17.0,1405.0,88.8,5.0,,1,0,0,0,1
2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,First,18.49,1493.0,88.8,7.0,,1,0,0,1,0
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,First,15.17,1968.0,88.8,5.0,48.64,1,0,0,1,0
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,First,21.5,1197.0,81.8,5.0,5.71,0,0,1,0,1
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,First,24.3,1248.0,88.5,5.0,12.56,1,0,0,0,1
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,First,12.7,2609.0,116.6,8.0,,1,0,0,0,1
2704,Hyundai Tucson CRDi,Jaipur,2007,103515,Third,12.6,1991.0,88.8,7.0,,1,0,0,0,1
2705,Hyundai Santro Xing GLS,Hyderabad,2008,68282,First,17.92,1086.0,62.1,5.0,,0,0,1,0,1
2706,Porsche Panamera Diesel 250hp,Kochi,2014,60033,First,18.18,2967.0,88.8,4.0,,1,0,0,1,0
2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,First,24.3,1248.0,88.5,5.0,,1,0,0,0,1
2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
2709,Honda Amaze V Petrol,Kochi,2016,40866,First,19.5,1199.0,86.76,5.0,8.16,0,0,1,0,1
2710,Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,First,16.36,2179.0,187.7,5.0,,1,0,0,1,0
2711,Mini Cooper Convertible S,Kochi,2017,20469,First,16.82,1998.0,189.08,4.0,44.28,0,0,1,1,0
2712,Hyundai EON Era Plus,Jaipur,2017,8500,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Second,16.77,2967.0,241.38,5.0,,1,0,0,1,0
2714,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,First,17.19,1197.0,81.86,5.0,,0,0,1,0,1
2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,First,28.4,1248.0,88.8,5.0,,1,0,0,0,1
2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,First,22.7,1498.0,89.84,5.0,,1,0,0,0,1
2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,First,20.34,1498.0,103.2,5.0,,1,0,0,0,1
2719,Toyota Etios VX,Kolkata,2012,55000,First,17.6,1496.0,88.7,5.0,,0,0,1,0,1
2720,Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,First,18.7,1199.0,88.7,5.0,,0,0,1,0,1
2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,First,20.14,1498.0,88.73,5.0,,1,0,0,0,1
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,First,21.66,1498.0,108.62,5.0,9.72,1,0,0,0,1
2723,Honda City V MT Exclusive,Kochi,2015,53442,First,16.8,1497.0,116.3,5.0,,0,0,1,0,1
2724,Honda Brio VX AT,Hyderabad,2014,28000,First,16.5,1198.0,86.8,5.0,,0,0,1,1,0
2725,Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,First,14.3,1598.0,103.52,5.0,,0,0,1,1,0
2726,Hyundai Verna CRDi,Hyderabad,2011,70000,First,16.8,1493.0,88.8,5.0,,1,0,0,0,1
2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,First,21.19,1396.0,88.76,5.0,,1,0,0,0,1
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,First,21.4,1197.0,83.1,5.0,10.3,0,0,1,1,0
2729,Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Second,11.1,2354.0,158.8,5.0,,0,0,1,0,1
2730,Maruti Swift Dzire VXI,Coimbatore,2014,58310,Second,19.1,1197.0,85.8,5.0,,0,0,1,0,1
2731,Maruti Swift Dzire VDi,Pune,2009,90000,Second,19.3,1248.0,73.9,5.0,,1,0,0,0,1
2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
2733,Maruti Swift Dzire ZXI,Jaipur,2017,37282,First,20.85,1197.0,83.14,5.0,,0,0,1,0,1
2734,Hyundai Grand i10 Sportz,Jaipur,2017,23000,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
2735,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,First,17.8,1399.0,88.8,5.0,,1,0,0,0,1
2736,Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,First,23.9,1582.0,126.2,5.0,,1,0,0,0,1
2737,Maruti Wagon R Vx,Jaipur,2001,200000,First,12.0,1497.0,88.8,5.0,,0,0,1,0,1
2738,Ford Figo Diesel EXI,Delhi,2014,45001,Second,20.0,1399.0,68.05,5.0,,1,0,0,0,1
2739,Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,First,21.12,1248.0,88.8,5.0,,1,0,0,0,1
2740,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,First,13.5,1799.0,88.8,5.0,,0,0,1,0,1
2741,Maruti Alto LX BSIII,Ahmedabad,2007,72000,Second,19.7,796.0,46.3,5.0,,0,0,1,0,1
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,First,22.48,1995.0,88.8,5.0,63.71,1,0,0,1,0
2743,Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Second,16.0,2179.0,88.8,7.0,,1,0,0,0,1
2744,Maruti Ritz VDi,Hyderabad,2012,78401,First,23.2,1248.0,73.94,5.0,,1,0,0,0,1
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,First,24.3,1248.0,88.5,5.0,11.12,1,0,0,0,1
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,First,15.1,1196.0,88.8,7.0,4.69,0,0,1,0,1
2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,First,17.5,1197.0,85.8,5.0,,0,0,1,0,1
2748,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,First,17.01,1582.0,126.2,5.0,,1,0,0,1,0
2749,Maruti Wagon R LXI,Mumbai,2010,37822,First,22.5,998.0,67.04,5.0,5.04,0,0,1,0,1
2750,Maruti Celerio ZDi,Kolkata,2015,33517,First,27.62,793.0,88.8,5.0,,1,0,0,0,1
2751,Hyundai Santa Fe 2WD AT,Delhi,2014,110000,First,13.01,2199.0,194.3,7.0,,1,0,0,1,0
2752,Hyundai EON D Lite Plus Option,Kolkata,2017,60000,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
2753,Hyundai i20 Sportz 1.2,Delhi,2013,92408,First,18.5,1197.0,82.85,5.0,,0,0,1,0,1
2754,Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,First,17.1,1591.0,121.3,5.0,,0,0,1,0,1
2755,Honda Brio S Option MT,Kochi,2013,33793,First,18.4,1198.0,86.8,5.0,,0,0,1,0,1
2756,Maruti Swift VXI Optional,Kochi,2017,26327,First,20.4,1197.0,81.8,5.0,,0,0,1,0,1
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,First,19.27,2143.0,167.62,5.0,,1,0,0,1,0
2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,First,25.2,1248.0,88.8,5.0,,1,0,0,0,1
2759,Maruti Swift AMT VDI,Delhi,2018,11500,First,28.4,1248.0,88.8,5.0,,1,0,0,1,0
2760,Chevrolet Beat Diesel LS,Chennai,2012,58000,First,25.44,936.0,57.6,5.0,,1,0,0,0,1
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,First,13.7,1798.0,157.75,5.0,,0,0,1,1,0
2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Second,14.84,2143.0,167.62,5.0,,1,0,0,1,0
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,First,13.68,2393.0,147.8,8.0,24.01,1,0,0,0,1
2764,Hyundai i10 Sportz,Kolkata,2016,7000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
2765,Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Second,25.8,1498.0,98.6,5.0,,1,0,0,0,1
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,First,21.9,1396.0,88.76,5.0,,1,0,0,0,1
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,First,11.57,2987.0,254.79,5.0,95.13,1,0,0,1,0
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,First,12.05,2179.0,88.8,7.0,,1,0,0,0,1
2769,Hyundai Getz GLE,Bangalore,2006,44000,Second,15.3,1341.0,88.8,5.0,,0,0,1,0,1
2770,Maruti Baleno Alpha,Mumbai,2016,12208,First,21.4,1197.0,83.1,5.0,8.78,0,0,1,0,1
2771,Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,First,16.52,1991.0,123.7,5.0,,1,0,0,0,1
2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,First,17.1,1591.0,121.3,5.0,,0,0,1,0,1
2773,Honda City 1.5 V MT,Hyderabad,2016,28414,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,First,17.21,1197.0,103.5,5.0,11.26,0,0,1,1,0
2775,Honda Brio E MT,Bangalore,2013,55116,First,19.4,1198.0,86.8,5.0,,0,0,1,0,1
2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,First,26.59,1248.0,88.8,5.0,,1,0,0,0,1
2777,Honda City 1.5 V MT Exclusive,Pune,2012,45496,First,17.0,1497.0,88.8,5.0,,0,0,1,0,1
2778,Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Second,11.18,2696.0,88.8,7.0,,1,0,0,1,0
2779,Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,First,13.1,1798.0,157.75,5.0,,0,0,1,0,1
2780,Hyundai Santro GLS II - Euro II,Pune,2009,100000,First,0.0,1497.0,88.8,5.0,,0,0,1,0,1
2781,Maruti Alto LXi,Kolkata,2010,38127,First,19.7,796.0,46.3,5.0,,0,0,1,0,1
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
2783,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,First,15.8,1499.0,88.8,5.0,,0,0,1,0,1
2784,Nissan Micra Diesel XV,Hyderabad,2011,86732,First,23.08,1461.0,63.1,5.0,,1,0,0,0,1
2785,Honda Brio E MT,Kochi,2016,27969,First,19.4,1198.0,86.8,5.0,,0,0,1,0,1
2786,Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,First,11.18,2696.0,88.8,7.0,,1,0,0,1,0
2787,BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,First,16.46,2993.0,88.8,5.0,,1,0,0,1,0
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,First,18.9,1197.0,81.86,5.0,6.68,0,0,1,0,1
2789,Maruti Baleno Delta 1.2,Coimbatore,2018,25093,First,21.4,1197.0,83.1,5.0,,0,0,1,0,1
2790,Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,First,11.68,2498.0,88.8,8.0,,1,0,0,0,1
2791,Renault Fluence Diesel E4,Delhi,2012,87510,First,21.8,1461.0,88.8,5.0,,1,0,0,0,1
2792,Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Second,18.5,1197.0,88.8,5.0,,0,0,1,0,1
2793,Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,First,10.5,2835.0,107.2,6.0,,1,0,0,0,1
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,First,14.53,1794.0,138.1,5.0,,0,0,1,1,0
2795,BMW X5 X5 M,Pune,2015,69002,First,15.97,2993.0,88.8,5.0,,1,0,0,1,0
2796,BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,First,10.9,2497.0,88.8,5.0,,0,0,1,1,0
2797,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,First,17.01,1582.0,126.2,5.0,,1,0,0,1,0
2798,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,First,18.49,1493.0,88.8,7.0,,1,0,0,0,1
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,First,12.05,2179.0,88.8,8.0,,1,0,0,0,1
2800,Renault KWID RXT,Mumbai,2016,24000,First,25.17,799.0,53.3,5.0,,0,0,1,0,1
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,First,22.5,999.0,88.8,5.0,5.42,0,0,1,1,0
2802,Maruti Swift VXi BSIV,Pune,2017,12000,First,16.1,1197.0,88.8,5.0,,0,0,1,0,1
2803,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,First,17.0,1896.0,88.8,5.0,,1,0,0,1,0
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,First,24.7,796.0,47.3,5.0,,0,0,1,0,1
2805,Maruti Swift VXI,Delhi,2014,55000,First,18.6,1197.0,85.8,5.0,,0,0,1,0,1
2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,First,23.0,1396.0,88.8,5.0,,1,0,0,0,1
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,First,15.73,1968.0,174.33,5.0,,1,0,0,1,0
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,First,11.57,2987.0,254.79,5.0,91.23,1,0,0,1,0
2809,Hyundai i10 Era,Mumbai,2010,55000,Second,19.81,1086.0,68.05,5.0,,0,0,1,0,1
2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,First,20.51,998.0,67.04,5.0,,0,0,1,0,1
2811,Honda City i VTEC V,Kochi,2017,38607,Second,17.8,1497.0,117.3,5.0,,0,0,1,0,1
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,First,18.9,1197.0,81.86,5.0,7.14,0,0,1,0,1
2813,Honda City i DTEC VX,Jaipur,2014,74000,Second,25.1,1498.0,98.6,5.0,,1,0,0,0,1
2814,Maruti Swift Dzire VXi,Mumbai,2009,54540,Third,17.5,1298.0,85.8,5.0,,0,0,1,0,1
2815,Maruti Swift Dzire ZXi,Delhi,2015,58400,First,17.5,1298.0,85.8,5.0,,0,0,1,0,1
2816,Mahindra XUV500 W8 2WD,Kochi,2013,73648,First,15.1,2179.0,88.8,7.0,,1,0,0,0,1
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,First,28.09,1248.0,88.5,5.0,,1,0,0,0,1
2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,First,22.32,1582.0,126.32,5.0,,1,0,0,0,1
2819,Hyundai Accent CRDi,Mumbai,2005,150000,First,13.1,1493.0,88.8,5.0,,1,0,0,0,1
2820,Honda Brio S MT,Mumbai,2014,22100,First,19.4,1198.0,86.8,5.0,,0,0,1,0,1
2821,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,First,17.19,1197.0,81.86,5.0,,0,0,1,0,1
2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,First,18.88,1995.0,88.8,5.0,,1,0,0,1,0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,First,16.96,1968.0,138.03,5.0,,1,0,0,1,0
2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Second,15.26,1598.0,103.5,5.0,,0,0,1,0,1
2825,Maruti Swift VXi BSIV,Pune,2015,13769,Second,16.1,1197.0,88.8,5.0,,0,0,1,0,1
2826,Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,First,19.01,1461.0,108.45,5.0,,1,0,0,0,1
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,First,18.56,1995.0,88.8,5.0,69.59,1,0,0,1,0
2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,First,20.5,1248.0,91.72,5.0,,1,0,0,0,1
2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,First,20.51,998.0,67.04,5.0,,0,0,1,0,1
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,First,22.1,1248.0,76.9,5.0,,1,0,0,0,1
2831,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,First,15.1,2179.0,88.8,7.0,,1,0,0,0,1
2832,Tata Zest Quadrajet 1.3,Kochi,2016,54199,First,23.0,1248.0,88.8,5.0,,1,0,0,0,1
2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,First,18.56,1995.0,88.8,5.0,,1,0,0,1,0
2834,Maruti Swift VDI BSIV,Chennai,2015,23000,First,25.2,1248.0,88.8,5.0,,1,0,0,0,1
2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,First,18.12,1995.0,88.8,5.0,,1,0,0,1,0
2836,Tata Indigo CS eVX,Chennai,2015,100073,Second,25.0,1396.0,69.01,5.0,,1,0,0,0,1
2837,Mahindra XUV500 W8 2WD,Kochi,2015,59182,First,15.1,2179.0,88.8,7.0,,1,0,0,0,1
2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Second,12.07,2967.0,241.4,7.0,,1,0,0,1,0
2839,BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,First,18.48,1995.0,88.8,5.0,,1,0,0,1,0
2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,First,17.1,1591.0,121.3,5.0,,0,0,1,0,1
2841,Hyundai Santa Fe 4WD AT,Pune,2015,100000,Second,13.01,2199.0,194.3,7.0,,1,0,0,1,0
2842,Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,First,0.0,1497.0,88.8,5.0,,0,0,1,0,1
2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,First,20.51,998.0,88.8,5.0,,0,0,1,1,0
2844,Maruti Wagon R LX BSIII,Pune,2007,90000,Second,17.3,1061.0,88.8,5.0,,0,0,1,0,1
2845,Hyundai i20 Sportz 1.2,Kolkata,2013,40300,First,18.5,1197.0,82.85,5.0,,0,0,1,0,1
2846,Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Second,13.7,1798.0,157.75,5.0,,0,0,1,1,0
2847,Hyundai Getz GLS,Pune,2005,86000,Second,15.3,1341.0,88.8,5.0,,0,0,1,0,1
2848,Maruti Wagon R LXI BS IV,Delhi,2014,65694,First,18.9,998.0,67.1,5.0,,0,0,1,0,1
2849,Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,First,16.8,796.0,34.2,5.0,,0,0,1,0,1
2850,Hyundai i10 Magna 1.2,Mumbai,2012,51000,First,20.36,1197.0,78.9,5.0,,0,0,1,0,1
2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,First,21.7,999.0,88.8,5.0,4.61,0,0,1,0,1
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,First,15.0,2147.0,107.3,5.0,,1,0,0,1,0
2853,Volkswagen Polo GT TSI,Mumbai,2017,25000,First,17.21,1197.0,103.5,5.0,11.26,0,0,1,1,0
2854,Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Third,12.05,2179.0,88.8,8.0,,1,0,0,0,1
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,First,12.9,2755.0,174.5,7.0,37.38,1,0,0,1,0
2856,Chevrolet Beat Diesel LT,Coimbatore,2013,75421,First,25.44,936.0,56.3,5.0,,1,0,0,0,1
2857,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,First,12.8,2494.0,88.8,8.0,,1,0,0,0,1
2858,Maruti Swift Dzire VXI,Kochi,2018,10671,First,20.85,1197.0,83.14,5.0,,0,0,1,0,1
2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,First,21.7,999.0,88.8,5.0,5.3,0,0,1,0,1
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,First,22.95,1248.0,88.8,5.0,7.97,1,0,0,0,1
2861,Hyundai Grand i10 Asta,Coimbatore,2016,61578,First,18.9,1197.0,88.8,5.0,,0,0,1,0,1
2862,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,First,20.34,1498.0,103.2,5.0,,1,0,0,0,1
2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,First,17.68,1968.0,174.33,5.0,,1,0,0,1,0
2864,Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,First,19.3,1248.0,73.9,5.0,,1,0,0,0,1
2865,Chevrolet Spark 1.0 LT,Kochi,2012,50619,First,18.0,995.0,88.8,5.0,,0,0,1,0,1
2866,BMW 3 Series 320d,Coimbatore,2009,103905,First,22.69,1995.0,88.8,5.0,43.31,1,0,0,1,0
2867,Hyundai EON Era Plus,Kochi,2018,15334,First,21.1,814.0,55.2,5.0,,0,0,1,0,1
2868,Maruti Swift Dzire VDI,Hyderabad,2013,69000,First,23.4,1248.0,88.8,5.0,,1,0,0,0,1
2869,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,First,20.14,1498.0,88.5,5.0,,1,0,0,0,1
2870,Honda Amaze E i-Vtech,Coimbatore,2014,44753,First,18.0,1198.0,86.7,5.0,,0,0,1,0,1
2871,Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,First,14.4,1598.0,103.6,5.0,,0,0,1,1,0
2872,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,First,20.51,998.0,67.04,5.0,,0,0,1,0,1
2873,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,First,20.14,1498.0,88.8,5.0,,1,0,0,0,1
2874,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Second,16.47,1198.0,73.9,5.0,,0,0,1,0,1
2875,Honda Amaze SX i-DTEC,Kochi,2016,51806,First,25.8,1498.0,98.6,5.0,,1,0,0,0,1
2876,Audi A6 35 TDI Matrix,Delhi,2014,56000,First,18.53,1968.0,187.74,5.0,59.38,1,0,0,1,0
2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,First,24.7,1047.0,88.8,5.0,,1,0,0,0,1
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,First,21.5,1498.0,108.5,5.0,15.86,1,0,0,1,0
2879,Audi A6 35 TDI Matrix,Hyderabad,2014,62000,First,18.53,1968.0,187.74,5.0,67.1,1,0,0,1,0
2880,Nissan Terrano XL 110 PS,Hyderabad,2014,66000,First,19.01,1461.0,108.5,5.0,,1,0,0,0,1
2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,First,21.66,1498.0,103.52,5.0,,1,0,0,1,0
2882,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,First,25.83,1498.0,88.8,5.0,,1,0,0,0,1
2883,Tata Venture EX,Pune,2011,51482,First,15.42,1405.0,88.8,8.0,,1,0,0,0,1
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,First,14.84,2143.0,167.62,5.0,,1,0,0,1,0
